search_engine_keyword,session_entry_url,search_engine_impressions,search_engine_clicks,search_engine_ctr,search_engine_average_position
maatregelen corona zweden,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/ines-coppoolse,14,2,0.14285714285714285,8.642857142857142
wel of niet naar italie op vakantie,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/joost-flamand,14,5,0.35714285714285715,5.142857142857143
vakantie europa corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/jan-versteeg,14,1,0.07142857142857142,4.0
berlijn maatregelen corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/wepke-kingma,14,10,0.7142857142857143,2.5
oranje reisadvies,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/ines-coppoolse,14,1,0.07142857142857142,5.0
vn landen,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-verhaal-van-bz/nederland-en-de-vn,14,1,0.07142857142857142,11.428571428571429
spanje in lockdown,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/corona-opleving-in-spanje-tips-voor-vakantiegangers,14,4,0.2857142857142857,5.357142857142857
spanje corona toeristen,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/jan-versteeg,14,8,0.5714285714285714,3.5
corona vakantie app,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/wepke-kingma,14,4,0.2857142857142857,2.7142857142857144
ministerie van buitenlandse zaken spanje,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/corona-opleving-in-spanje-tips-voor-vakantiegangers,14,3,0.21428571428571427,6.428571428571429
buitenlandse zaken nummer,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/contact/contactformulieren/vragen-over-reisadviezen,13,7,0.5384615384615384,2.5384615384615383
girona covid,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/corona-opleving-in-spanje-tips-voor-vakantiegangers,13,4,0.3076923076923077,5.076923076923077
buitenlandse zaken reisadvies telefoonnummer,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/contact,13,7,0.5384615384615384,2.3846153846153846
reizen sardinie corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/joost-flamand,13,4,0.3076923076923077,6.923076923076923
italie mondkapjesplicht,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/joost-flamand,13,3,0.23076923076923078,3.4615384615384617
adres buitenlandse zaken,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/contact,13,8,0.6153846153846154,1.8461538461538463
reizen.naar spanje,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/jan-versteeg,13,4,0.3076923076923077,3.6153846153846154
besmettingen frankrijk corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/dirk-jan-nieuwenhuis,13,4,0.3076923076923077,7.692307692307692
nederlanders naar frankrijk,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/dirk-jan-nieuwenhuis,13,5,0.38461538461538464,3.1538461538461537
coronamaatregelen lloret de mar,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/jan-versteeg,13,6,0.46153846153846156,3.6923076923076925
site buitenlandse zaken,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/contact,13,2,0.15384615384615385,2.769230769230769
kun je naar griekenland op vakantie,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/stella-ronner,13,3,0.23076923076923078,4.461538461538462
covid spanje actueel,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/jan-versteeg,13,2,0.15384615384615385,10.0
mag je nog naar spanje op vakantie,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/jan-versteeg,13,2,0.15384615384615385,3.0
afmelden buitenlandse zaken,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/contact,13,2,0.15384615384615385,5.0
situatie in spanje,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/corona-opleving-in-spanje-tips-voor-vakantiegangers,13,6,0.46153846153846156,3.6923076923076925
kan ik veilig naar griekenland,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/stella-ronner,13,7,0.5384615384615384,3.1538461538461537
restaurants italie corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/joost-flamand,13,6,0.46153846153846156,2.1538461538461537
corona parijs,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/dirk-jan-nieuwenhuis,13,4,0.3076923076923077,18.846153846153847
vragen reisadvies,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/contact/contactformulieren/vragen-over-reisadviezen,13,13,1.0,2.769230769230769
reisadvies nordrhein westfalen,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/wepke-kingma,13,3,0.23076923076923078,7.3076923076923075
spanje corona nederland,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/jan-versteeg,13,2,0.15384615384615385,5.846153846153846
lockdown madrid,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/boudewijn-en-eva-vink,13,2,0.15384615384615385,9.307692307692308
rijksoverheid curacao,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/damian-vieira-barreto,13,1,0.07692307692307693,2.6923076923076925
beiroet libanon,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/hester-somsen,13,1,0.07692307692307693,3.0
expo 2021 dubai,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/evenementen/dubai-expo-2020,13,6,0.46153846153846156,3.0
frankrijk corona rijksoverheid,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/dirk-jan-nieuwenhuis,13,5,0.38461538461538464,2.0
corona oranje gebied,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/corona-opleving-in-spanje-tips-voor-vakantiegangers,13,2,0.15384615384615385,4.076923076923077
ministerie buitenlandse zaken spanje,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/corona-opleving-in-spanje-tips-voor-vakantiegangers,13,3,0.23076923076923078,3.3076923076923075
reisadvies italie augustus,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/joost-flamand,13,2,0.15384615384615385,6.461538461538462
mondkapjes op vakantie,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/jan-versteeg,13,1,0.07692307692307693,2.230769230769231
telefoonnummer buitenlandse zaken nederland,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/contact,13,7,0.5384615384615384,2.4615384615384617
van nederland naar frankrijk,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/dirk-jan-nieuwenhuis,13,4,0.3076923076923077,7.461538461538462
veilig reizen spanje,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/jan-versteeg,13,3,0.23076923076923078,5.0
berlijn mondkapje verplicht,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/wepke-kingma,13,9,0.6923076923076923,1.0769230769230769
min van buitenlandse zaken,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/documenten,13,0,0.0,6.076923076923077
jan versteeg ambassadeur spanje corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/jan-versteeg,13,5,0.38461538461538464,2.0
duitsers in nederland corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/wepke-kingma,13,2,0.15384615384615385,8.153846153846153
hoe is het in duitsland met corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/wepke-kingma,13,5,0.38461538461538464,4.076923076923077
jeroen roodenburg,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/weblogoverzicht/2020/ambassadeur-jeroen-roodenburg,13,5,0.38461538461538464,4.6923076923076925
wat te doen in berlijn corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/wepke-kingma,13,6,0.46153846153846156,5.615384615384615
corona regel duitsland,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/wepke-kingma,13,4,0.3076923076923077,3.3846153846153846
expo nederland,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/evenementen/dubai-expo-2020,13,3,0.23076923076923078,2.769230769230769
hoe veilig is frankrijk,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/dirk-jan-nieuwenhuis,13,7,0.5384615384615384,3.4615384615384617
noord italie vakantie corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/joost-flamand,13,4,0.3076923076923077,6.538461538461538
nederland,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/evenementen/dubai-expo-2020,13,0,0.0,88.6923076923077
coronagevallen spanje,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/corona-opleving-in-spanje-tips-voor-vakantiegangers,13,2,0.15384615384615385,6.384615384615385
nederlanders op vakantie,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/dirk-jan-nieuwenhuis,13,3,0.23076923076923078,1.3846153846153846
spanje covid nieuws,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/corona-opleving-in-spanje-tips-voor-vakantiegangers,13,2,0.15384615384615385,3.5384615384615383
marbella corona regels,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/jan-versteeg,13,2,0.15384615384615385,6.615384615384615
vakantie kos corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/stella-ronner,13,3,0.23076923076923078,6.769230769230769
barcelona vliegveld corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/corona-opleving-in-spanje-tips-voor-vakantiegangers,13,7,0.5384615384615384,3.6153846153846154
rivm besmettingen nederland,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/corona-opleving-in-spanje-tips-voor-vakantiegangers,13,1,0.07692307692307693,4.0
vliegen naar spanje coronavirus,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/corona-opleving-in-spanje-tips-voor-vakantiegangers,13,4,0.3076923076923077,2.4615384615384617
is spanje veilig voor vakantie,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/jan-versteeg,13,5,0.38461538461538464,4.3076923076923075
vakantie tijdens corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/stella-ronner,13,1,0.07692307692307693,9.538461538461538
nieuwe maatregelen corona spanje,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/jan-versteeg,13,3,0.23076923076923078,3.1538461538461537
spanje mondkapjes vakantie,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/jan-versteeg,13,4,0.3076923076923077,3.3846153846153846
spanje vakantie corona 2020,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/jan-versteeg,13,3,0.23076923076923078,4.3076923076923075
buiza,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/contact,13,4,0.3076923076923077,2.3076923076923075
italiaanse mondkapjes,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/joost-flamand,13,3,0.23076923076923078,1.3076923076923077
jasper wamsteker,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2019/jasper-wamsteker,13,2,0.15384615384615385,3.769230769230769
min van buitenlandse zaken,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-verhaal-van-bz,13,0,0.0,6.076923076923077
terug naar nederland vanuit spanje,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/corona-opleving-in-spanje-tips-voor-vakantiegangers,13,4,0.3076923076923077,5.0
mag je naar italië op vakantie,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/joost-flamand,13,3,0.23076923076923078,5.0
maatregelen berlijn,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/wepke-kingma,13,5,0.38461538461538464,5.076923076923077
buitenlandse zaken corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/corona-opleving-in-spanje-tips-voor-vakantiegangers,13,1,0.07692307692307693,5.0
italie corona code,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/joost-flamand,13,2,0.15384615384615385,5.538461538461538
vakantie nordrhein westfalen corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/wepke-kingma,13,4,0.3076923076923077,3.5384615384615383
corfu corona maatregelen,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/stella-ronner,13,3,0.23076923076923078,2.8461538461538463
reizen met auto naar spanje corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/corona-opleving-in-spanje-tips-voor-vakantiegangers,13,2,0.15384615384615385,8.23076923076923
reisadvies italië juli,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/joost-flamand,13,3,0.23076923076923078,6.846153846153846
duitsland rijksoverheid,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/wepke-kingma,13,4,0.3076923076923077,2.769230769230769
corona maatregelen italie sardinie,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/joost-flamand,13,7,0.5384615384615384,2.0
covid frankrijk vakantie,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/dirk-jan-nieuwenhuis,13,4,0.3076923076923077,9.0
coronavirus spanje laatste nieuws,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/corona-opleving-in-spanje-tips-voor-vakantiegangers,13,4,0.3076923076923077,5.769230769230769
min van buitenlandse zaken,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/organisatie,13,0,0.0,6.076923076923077
maatregelen corona berlijn,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/wepke-kingma,13,8,0.6153846153846154,3.3076923076923075
minbuza.nl,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/,13,10,0.7692307692307693,1.0
uit eten italie corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/joost-flamand,13,8,0.6153846153846154,3.6153846153846154
spanje rivm corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/corona-opleving-in-spanje-tips-voor-vakantiegangers,13,4,0.3076923076923077,2.230769230769231
spanje mondkap,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/jan-versteeg,13,2,0.15384615384615385,7.076923076923077
mondkapjes plicht europa,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/wepke-kingma,13,2,0.15384615384615385,6.461538461538462
wel of niet op vakantie naar italie,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/joost-flamand,13,6,0.46153846153846156,3.769230769230769
ambassade italie corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/joost-flamand,13,2,0.15384615384615385,4.0
directie multilaterale instellingen en mensenrechten,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/organisatie/organogram/directeur-generaal-politieke-zaken,13,11,0.8461538461538461,1.0
corona maatregelen spanje toerisme,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/jan-versteeg,13,7,0.5384615384615384,2.6923076923076925
reisadvies catalonië spanje,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/jan-versteeg,13,2,0.15384615384615385,8.076923076923077
spanje maatregelen corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/boudewijn-en-eva-vink,13,3,0.23076923076923078,3.8461538461538463
spanje op oranje,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/corona-opleving-in-spanje-tips-voor-vakantiegangers,13,6,0.46153846153846156,2.1538461538461537
reizen italie,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/joost-flamand,13,1,0.07692307692307693,10.23076923076923
corona spanj,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/corona-opleving-in-spanje-tips-voor-vakantiegangers,13,6,0.46153846153846156,5.615384615384615
joost flamand,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-verhaal-van-bz/europese-samenwerking-maakt-nederland-welvarender-en-veiliger,13,2,0.15384615384615385,8.923076923076923
reisadvies spanje juli,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/jan-versteeg,12,2,0.16666666666666666,5.416666666666667
coronamaatregelen duitsland camping,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/wepke-kingma,12,3,0.25,8.0
zweden code geel corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/ines-coppoolse,12,4,0.3333333333333333,7.083333333333333
vliegen vanaf barcelona corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/corona-opleving-in-spanje-tips-voor-vakantiegangers,12,6,0.5,4.5
vakantie in frankrijk corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/jan-versteeg,12,1,0.08333333333333333,5.0
status corona spanje,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/corona-opleving-in-spanje-tips-voor-vakantiegangers,12,3,0.25,3.6666666666666665
reisadvies vragen,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/contact/contactformulieren/vragen-over-reisadviezen,12,10,0.8333333333333334,1.0
corona in dominicaanse republiek,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/sabrina-benschop,12,5,0.4166666666666667,5.916666666666667
waarom is zweden nog code oranje,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/ines-coppoolse,12,7,0.5833333333333334,1.5
zwarte woud corona maatregelen,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/wepke-kingma,12,5,0.4166666666666667,3.75
rijksoverheid negatief reisadvies,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/contact/contactformulieren/vragen-over-reisadviezen,12,2,0.16666666666666666,3.0833333333333335
usar,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/hester-somsen,12,1,0.08333333333333333,7.25
corona en vakantie duitsland,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/wepke-kingma,12,4,0.3333333333333333,5.416666666666667
website buitenlandse zaken,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/organisatie,12,0,0.0,2.166666666666667
bureau internationale samenwerking,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/organisatie/organogram/directeur-generaal-internationale-samenwerking,12,5,0.4166666666666667,2.8333333333333335
rivm corona zweden,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/ines-coppoolse,12,5,0.4166666666666667,3.0
laatste nieuws griekenland corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/stella-ronner,12,3,0.25,9.75
reisadviezen griekenland,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/stella-ronner,12,6,0.5,3.9166666666666665
duitsland corona reisadvies,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/wepke-kingma,12,2,0.16666666666666666,8.583333333333334
zweden corona reisadvies,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/ines-coppoolse,12,3,0.25,5.25
corona ministerie van buitenlandse zaken,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/onderwerpen,12,2,0.16666666666666666,3.9166666666666665
world press freedom day,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/evenementen/world-press-freedom-conference-2020,12,3,0.25,5.416666666666667
wat doet het ministerie van buitenlandse zaken,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/organisatie,12,5,0.4166666666666667,2.5
hoeveel coronadoden in zweden,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/ines-coppoolse,12,5,0.4166666666666667,6.416666666666667
corona spanje.,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/jan-versteeg,12,3,0.25,1.6666666666666667
corona in frankrijk vakantie,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/dirk-jan-nieuwenhuis,12,2,0.16666666666666666,6.25
mag je op vakantie naar italie,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/joost-flamand,12,4,0.3333333333333333,3.5
mondkapjes sardinie verplicht,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/joost-flamand,12,9,0.75,1.0833333333333333
nu op vakantie naar spanje,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/jan-versteeg,12,5,0.4166666666666667,3.1666666666666665
confinement frankrijk,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/dirk-jan-nieuwenhuis,12,4,0.3333333333333333,1.0833333333333333
corona vakantie spanje 2020,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/jan-versteeg,12,5,0.4166666666666667,4.0
